client_id,contact_duration,number_contacts,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,campaign_id,last_contact_date
26170,1311,2,999,0,,0,1,2022-11-29
26171,255,6,999,0,,0,1,2022-11-20
26172,599,4,999,1,0.0,0,1,2022-11-08
26173,339,3,999,0,,0,1,2022-11-02
26174,558,3,999,0,,0,1,2022-11-08
26175,800,6,999,0,,0,1,2022-11-09
26176,854,2,999,0,,0,1,2022-11-02
26177,635,6,999,0,,0,1,2022-11-16
26178,72,3,999,0,,0,1,2022-11-30
26179,14,7,999,0,,0,1,2022-11-06
26180,274,2,999,0,,0,1,2022-11-22
26181,291,2,999,0,,0,1,2022-11-08
26182,82,3,999,0,,0,1,2022-11-20
26183,97,2,999,0,,0,1,2022-11-18
26184,130,6,999,0,,0,1,2022-11-13
26185,88,2,999,1,0.0,0,1,2022-11-23
26186,132,3,999,0,,0,1,2022-11-30
26187,36,3,999,0,,0,1,2022-11-21
26188,348,3,999,0,,0,1,2022-11-02
26189,161,7,999,0,,0,1,2022-11-29
26190,77,2,999,0,,0,1,2022-11-26
26191,143,6,999,0,,0,1,2022-11-04
26192,80,5,999,1,0.0,0,1,2022-11-19
26193,366,6,999,0,,0,1,2022-11-28
26194,298,2,5,1,1.0,0,1,2022-11-18
26195,64,2,999,0,,0,1,2022-11-25
26196,51,7,999,0,,0,1,2022-11-13
26197,75,2,4,1,1.0,0,1,2022-11-04
26198,65,2,999,0,,0,1,2022-11-22
26199,69,2,999,0,,0,1,2022-11-15
26200,37,2,999,0,,0,1,2022-11-25
26201,632,2,999,0,,0,1,2022-11-14
26202,48,2,999,0,,0,1,2022-11-23
26203,57,2,999,0,,0,1,2022-11-16
26204,164,2,999,0,,0,1,2022-11-21
26205,48,3,999,0,,0,1,2022-11-14
26206,42,7,999,0,,0,1,2022-11-12
26207,171,2,999,1,0.0,0,1,2022-11-18
26208,91,2,999,0,,0,1,2022-11-28
26209,78,2,999,0,,0,1,2022-11-23
26210,518,2,999,0,,0,1,2022-11-29
26211,73,3,999,0,,0,1,2022-11-06
26212,105,6,999,0,,0,1,2022-11-07
26213,340,2,999,0,,0,1,2022-11-07
26214,379,2,999,0,,0,1,2022-11-07
26215,114,2,999,0,,0,1,2022-11-16
26216,667,2,999,0,,0,1,2022-11-28
26217,286,6,999,1,0.0,0,1,2022-11-03
26218,77,3,999,0,,0,1,2022-11-16
26219,125,1,999,1,0.0,0,1,2022-11-23
26220,21,1,999,0,,0,1,2022-11-30
26221,104,1,999,0,,0,1,2022-11-07
26222,186,1,999,0,,0,1,2022-11-15
26223,136,1,999,0,,0,1,2022-11-16
26224,145,1,999,0,,0,1,2022-11-09
26225,179,1,999,1,0.0,0,1,2022-11-22
26226,466,1,999,0,,0,1,2022-11-10
26227,834,3,999,0,,0,1,2022-11-09
26228,26,5,999,1,0.0,0,1,2022-11-19
26229,459,1,999,0,,0,1,2022-11-04
26230,113,4,999,0,,0,1,2022-11-25
26231,997,2,999,0,,0,1,2022-11-12
26232,284,1,999,0,,0,1,2022-11-01
26233,281,2,999,0,,0,1,2022-11-29
26234,107,1,999,0,,0,1,2022-11-27
26235,209,3,999,0,,0,1,2022-11-07
26236,125,1,999,0,,0,1,2022-11-09
26237,149,3,999,0,,0,1,2022-11-24
26238,308,1,999,0,,0,1,2022-11-08
26239,191,1,999,0,,0,1,2022-11-13
26240,373,1,999,0,,0,1,2022-11-24
26241,100,1,999,0,,0,1,2022-11-01
26242,66,1,999,0,,0,1,2022-11-26
26243,392,2,3,1,1.0,0,1,2022-11-14
26244,477,1,999,0,,1,1,2022-11-07
26245,291,1,999,0,,0,1,2022-11-11
26246,276,1,999,1,0.0,1,1,2022-11-30
26247,93,3,999,0,,0,1,2022-11-27
26248,86,1,999,0,,0,1,2022-11-24
26249,68,1,999,1,0.0,0,1,2022-11-20
26250,142,2,999,1,0.0,0,1,2022-11-06
26251,49,1,999,0,,0,1,2022-11-15
26252,251,1,999,0,,0,1,2022-11-28
26253,137,1,999,0,,0,1,2022-11-14
26254,120,1,999,0,,0,1,2022-11-11
26255,25,8,999,0,,0,1,2022-11-25
26256,220,1,999,0,,0,1,2022-11-17
26257,174,1,999,0,,0,1,2022-11-12
26258,370,1,999,1,0.0,0,1,2022-11-10
26259,116,1,999,0,,0,1,2022-11-22
26260,74,1,999,0,,0,1,2022-11-13
26261,68,1,999,0,,0,1,2022-11-23
26262,125,2,999,0,,0,1,2022-11-13
26263,254,2,999,0,,0,1,2022-11-27
26264,358,1,999,1,0.0,0,1,2022-11-28
26265,670,1,999,0,,1,1,2022-11-12
26266,68,1,999,0,,0,1,2022-11-15
26267,428,1,999,0,,0,1,2022-11-29
26268,366,4,999,0,,0,1,2022-11-26
26269,81,1,999,0,,0,1,2022-11-07
26270,322,1,999,0,,0,1,2022-11-22
26271,46,1,999,0,,0,1,2022-11-19
26272,140,1,999,0,,0,1,2022-11-18
26273,732,1,999,0,,1,1,2022-11-06
26274,408,1,999,0,,0,1,2022-11-23
26275,125,1,999,1,0.0,0,1,2022-11-26
26276,68,1,999,0,,0,1,2022-11-10
26277,76,9,999,0,,0,1,2022-11-04
26278,110,2,999,0,,0,1,2022-11-14
26279,415,1,999,0,,0,1,2022-11-03
26280,166,1,999,0,,0,1,2022-11-13
26281,486,1,999,0,,0,1,2022-11-05
26282,245,1,999,0,,0,1,2022-11-26
26283,228,1,999,0,,0,1,2022-11-02
26284,114,1,999,0,,0,1,2022-11-04
26285,463,1,999,0,,0,1,2022-11-20
26286,329,1,999,0,,0,1,2022-11-19
26287,364,1,999,0,,0,1,2022-11-14
26288,199,1,999,0,,0,1,2022-11-02
26289,145,5,999,0,,0,1,2022-11-30
26290,110,1,999,0,,0,1,2022-11-15
26291,52,3,999,0,,0,1,2022-11-24
26292,34,2,999,0,,0,1,2022-11-10
26293,232,4,999,0,,0,1,2022-11-01
26294,530,1,999,0,,0,1,2022-11-14
26295,505,1,999,1,0.0,0,1,2022-11-10
26296,140,2,999,0,,0,1,2022-11-22
26297,884,2,999,0,,0,1,2022-11-09
26298,301,1,999,0,,0,1,2022-11-22
26299,319,1,999,0,,0,1,2022-11-15
26300,71,1,999,1,0.0,0,1,2022-11-16
26301,157,1,999,0,,0,1,2022-11-15
26302,405,1,999,1,0.0,0,1,2022-11-16
26303,93,1,999,1,0.0,0,1,2022-11-04
26304,42,1,999,0,,0,1,2022-11-21
26305,39,1,999,0,,0,1,2022-11-29
26306,231,1,999,0,,0,1,2022-11-25
26307,107,1,999,0,,0,1,2022-11-26
26308,30,1,999,0,,0,1,2022-11-11
26309,90,2,999,0,,0,1,2022-11-18
26310,531,1,999,0,,1,1,2022-11-05
26311,106,2,999,1,0.0,0,1,2022-11-23
26312,166,3,999,0,,0,1,2022-11-07
26313,114,1,999,0,,0,1,2022-11-29
26314,85,1,999,0,,0,1,2022-11-26
26315,59,1,999,0,,0,1,2022-11-13
26316,180,1,999,1,0.0,0,1,2022-11-22
26317,628,1,999,0,,1,1,2022-11-05
26318,1192,1,999,0,,1,1,2022-11-20
26319,101,1,999,0,,0,1,2022-11-17
26320,370,1,999,0,,0,1,2022-11-02
26321,76,1,999,1,0.0,0,1,2022-11-30
26322,103,2,999,1,0.0,0,1,2022-11-05
26323,217,1,999,0,,0,1,2022-11-15
26324,566,2,999,0,,1,1,2022-11-17
26325,422,1,999,0,,0,1,2022-11-11
26326,23,2,999,1,0.0,0,1,2022-11-22
26327,120,1,999,0,,0,1,2022-11-28
26328,45,1,999,1,0.0,0,1,2022-11-27
26329,48,4,999,0,,0,1,2022-11-01
26330,20,6,999,0,,0,1,2022-11-22
26331,147,1,999,0,,0,1,2022-11-25
26332,99,2,999,0,,0,1,2022-11-09
26333,173,1,999,0,,0,1,2022-11-09
26334,47,1,999,1,0.0,0,1,2022-11-23
26335,67,1,999,1,0.0,0,1,2022-11-03
26336,283,1,999,0,,1,1,2022-11-29
26337,126,1,999,0,,0,1,2022-11-30
26338,46,2,999,1,0.0,0,1,2022-11-17
26339,163,2,999,0,,0,1,2022-11-06
26340,1058,1,999,0,,0,1,2022-11-14
26341,485,1,999,1,0.0,0,1,2022-11-28
26342,454,1,999,0,,1,1,2022-11-17
26343,176,1,999,0,,0,1,2022-11-14
26344,103,1,999,0,,0,1,2022-11-01
26345,277,1,999,0,,0,1,2022-11-19
26346,74,2,999,1,0.0,0,1,2022-11-19
26347,137,5,999,0,,0,1,2022-11-13
26348,88,2,999,0,,0,1,2022-11-16
26349,158,5,999,0,,0,1,2022-11-19
26350,234,1,999,0,,0,1,2022-11-04
26351,121,1,999,0,,0,1,2022-11-30
26352,258,1,999,0,,0,1,2022-11-25
26353,523,2,999,0,,0,1,2022-11-01
26354,640,1,999,0,,0,1,2022-11-07
26355,60,1,999,0,,0,1,2022-11-19
26356,1816,1,999,0,,0,1,2022-11-15
26357,203,1,999,0,,0,1,2022-11-07
26358,73,1,999,1,0.0,0,1,2022-11-01
26359,728,1,999,0,,1,1,2022-11-01
26360,157,1,999,0,,0,1,2022-11-09
26361,175,1,999,0,,0,1,2022-11-30
26362,63,5,999,0,,0,1,2022-11-13
26363,993,1,999,0,,1,1,2022-11-17
26364,155,1,999,0,,0,1,2022-11-18
26365,146,1,999,1,0.0,0,1,2022-11-21
26366,91,1,999,0,,0,1,2022-11-06
26367,112,1,999,0,,0,1,2022-11-13
26368,333,2,3,1,1.0,0,1,2022-11-21
26369,124,1,999,0,,0,1,2022-11-18
26370,172,1,999,0,,0,1,2022-11-03
26371,34,1,999,1,0.0,0,1,2022-11-07
26372,318,2,999,0,,0,1,2022-11-14
26373,1040,1,999,0,,0,1,2022-11-16
26374,103,1,999,0,,0,1,2022-11-06
26375,8,6,999,0,,0,1,2022-11-18
26376,88,2,999,0,,0,1,2022-11-06
26377,25,1,999,0,,0,1,2022-11-06
26378,26,6,999,0,,0,1,2022-11-03
26379,549,1,999,0,,1,1,2022-11-28
26380,168,1,999,0,,0,1,2022-11-01
26381,67,1,999,0,,0,1,2022-11-03
26382,60,1,999,0,,0,1,2022-11-10
26383,167,1,999,1,0.0,0,1,2022-11-17
26384,59,4,999,0,,0,1,2022-11-20
26385,73,4,999,0,,0,1,2022-11-30
26386,302,4,999,0,,0,1,2022-11-14
26387,541,1,999,0,,0,1,2022-11-22
26388,92,1,999,0,,0,1,2022-11-28
26389,85,1,999,0,,0,1,2022-11-29
26390,128,1,999,0,,0,1,2022-11-16
26391,278,1,999,0,,0,1,2022-11-09
26392,316,1,999,0,,0,1,2022-11-15
26393,278,2,999,0,,0,1,2022-11-14
26394,478,1,999,0,,1,1,2022-11-28
26395,202,1,999,0,,0,1,2022-11-15
26396,171,1,999,1,0.0,0,1,2022-11-22
26397,352,3,999,0,,0,1,2022-11-13
26398,755,1,999,0,,1,1,2022-11-11
26399,252,1,999,0,,0,1,2022-11-22
26400,114,1,999,0,,0,1,2022-11-13
26401,53,1,999,0,,0,1,2022-11-17
26402,223,1,999,0,,0,1,2022-11-05
26403,57,1,999,0,,0,1,2022-11-22
26404,91,1,999,0,,0,1,2022-11-05
26405,26,1,999,1,0.0,0,1,2022-11-01
26406,59,2,999,0,,0,1,2022-11-11
26407,90,2,999,0,,0,1,2022-11-08
26408,228,1,999,0,,0,1,2022-11-23
26409,148,6,999,1,0.0,0,1,2022-11-02
26410,199,2,999,0,,0,1,2022-11-09
26411,1031,6,999,0,,0,1,2022-11-01
26412,147,1,999,0,,0,1,2022-11-22
26413,82,1,999,0,,0,1,2022-11-21
26414,60,1,999,0,,0,1,2022-11-01
26415,204,1,999,0,,0,1,2022-11-28
26416,230,1,999,0,,0,1,2022-11-01
26417,173,2,999,0,,0,1,2022-11-30
26418,309,1,999,0,,0,1,2022-11-14
26419,74,1,999,0,,0,1,2022-11-16
26420,500,1,999,0,,0,1,2022-11-18
26421,70,1,999,0,,0,1,2022-11-28
26422,18,6,999,0,,0,1,2022-11-30
26423,174,1,999,0,,0,1,2022-11-05
26424,189,1,999,0,,0,1,2022-11-10
26425,222,1,999,0,,0,1,2022-11-30
26426,520,2,999,0,,0,1,2022-11-13
26427,290,1,999,0,,0,1,2022-11-01
26428,220,1,999,1,0.0,0,1,2022-11-29
26429,22,4,999,0,,0,1,2022-11-17
26430,35,2,999,0,,0,1,2022-11-12
26431,157,2,999,0,,0,1,2022-11-07
26432,365,1,999,0,,0,1,2022-11-09
26433,106,1,999,0,,0,1,2022-11-23
26434,244,2,999,0,,0,1,2022-11-03
26435,290,2,999,0,,0,1,2022-11-02
26436,48,1,999,0,,0,1,2022-11-12
26437,302,3,999,0,,0,1,2022-11-13
26438,151,2,999,0,,0,1,2022-11-22
26439,88,5,999,0,,0,1,2022-11-28
26440,95,2,999,0,,0,1,2022-11-19
26441,994,1,999,1,0.0,1,1,2022-11-16
26442,113,5,999,0,,0,1,2022-11-20
26443,371,1,999,0,,0,1,2022-11-03
26444,70,1,999,1,0.0,0,1,2022-11-29
26445,1503,2,999,0,,1,1,2022-11-03
26446,178,1,999,0,,0,1,2022-11-18
26447,96,2,999,0,,0,1,2022-11-23
26448,308,1,999,1,0.0,0,1,2022-11-07
26449,29,1,999,0,,0,1,2022-11-13
26450,73,1,999,0,,0,1,2022-11-12
26451,88,1,999,0,,0,1,2022-11-18
26452,86,1,999,0,,0,1,2022-11-18
26453,94,2,999,0,,0,1,2022-11-24
26454,26,1,999,0,,0,1,2022-11-07
26455,78,1,999,0,,0,1,2022-11-04
26456,186,1,999,0,,0,1,2022-11-16
26457,321,2,999,0,,0,1,2022-11-26
26458,220,1,999,0,,0,1,2022-11-19
26459,77,1,999,0,,0,1,2022-11-19
26460,81,2,999,1,0.0,0,1,2022-11-27
26461,19,1,999,0,,0,1,2022-11-08
26462,83,1,999,0,,0,1,2022-11-01
26463,40,1,999,0,,0,1,2022-11-15
26464,640,1,999,0,,0,1,2022-11-30
26465,871,5,999,0,,1,1,2022-11-15
26466,371,1,999,0,,0,1,2022-11-15
26467,151,1,999,0,,0,1,2022-11-09
26468,88,1,999,1,0.0,0,1,2022-11-21
26469,73,4,999,0,,0,1,2022-11-28
26470,329,4,999,0,,1,1,2022-11-29
26471,111,2,999,1,0.0,0,1,2022-11-08
26472,757,2,999,0,,0,1,2022-11-27
26473,62,2,999,0,,0,1,2022-11-15
26474,149,1,999,1,0.0,0,1,2022-11-14
26475,164,4,999,0,,0,1,2022-11-26
26476,67,6,999,1,0.0,0,1,2022-11-06
26477,232,1,999,0,,0,1,2022-11-24
26478,385,1,999,0,,0,1,2022-11-04
26479,301,1,999,1,0.0,0,1,2022-11-18
26480,69,1,999,1,0.0,0,1,2022-11-25
26481,183,2,999,1,0.0,0,1,2022-11-09
26482,80,1,999,0,,0,1,2022-11-27
26483,117,1,999,0,,0,1,2022-11-06
26484,89,1,999,0,,0,1,2022-11-05
26485,49,3,999,0,,0,1,2022-11-26
26486,24,1,999,1,0.0,0,1,2022-11-10
26487,162,3,999,0,,0,1,2022-11-12
26488,1256,1,999,0,,0,1,2022-11-14
26489,244,1,999,0,,0,1,2022-11-16
26490,82,1,999,0,,0,1,2022-11-12
26491,39,1,999,0,,0,1,2022-11-24
26492,23,1,999,0,,0,1,2022-11-06
26493,133,1,999,0,,0,1,2022-11-26
26494,45,2,999,1,0.0,0,1,2022-11-12
26495,139,1,999,0,,0,1,2022-11-30
26496,116,1,999,0,,0,1,2022-11-22
26497,410,1,999,0,,0,1,2022-11-29
26498,45,1,999,0,,0,1,2022-11-22
26499,125,2,999,0,,0,1,2022-11-08
26500,80,1,999,0,,0,1,2022-11-12
26501,93,2,999,0,,0,1,2022-11-19
26502,145,1,999,0,,0,1,2022-11-30
26503,86,1,999,0,,0,1,2022-11-14
26504,180,1,999,1,0.0,0,1,2022-11-20
26505,775,1,999,0,,0,1,2022-11-30
26506,207,3,999,0,,0,1,2022-11-01
26507,89,1,999,0,,0,1,2022-11-26
26508,283,2,999,0,,0,1,2022-11-14
26509,221,1,999,0,,0,1,2022-11-08
26510,107,1,999,0,,0,1,2022-11-04
26511,531,1,999,1,0.0,1,1,2022-11-11
26512,59,2,999,0,,0,1,2022-11-05
26513,85,1,999,1,0.0,0,1,2022-11-04
26514,200,1,999,0,,0,1,2022-11-06
26515,543,1,999,0,,1,1,2022-11-09
26516,90,2,999,0,,0,1,2022-11-08
26517,227,1,999,0,,0,1,2022-11-29
26518,119,2,999,0,,0,1,2022-11-07
26519,71,2,999,1,0.0,0,1,2022-11-13
26520,292,2,999,0,,0,1,2022-11-28
26521,69,4,999,0,,0,1,2022-11-06
26522,120,4,999,1,0.0,0,1,2022-11-10
26523,857,3,999,0,,1,1,2022-11-15
26524,160,1,999,0,,0,1,2022-11-19
26525,340,1,999,0,,0,1,2022-11-01
26526,352,1,999,1,0.0,0,1,2022-11-13
26527,475,1,999,0,,0,1,2022-11-14
26528,322,4,999,0,,0,1,2022-11-10
26529,153,1,999,1,0.0,0,1,2022-11-27
26530,178,1,999,0,,0,1,2022-11-04
26531,73,1,999,0,,0,1,2022-11-30
26532,281,2,999,1,0.0,0,1,2022-11-30
26533,80,1,999,0,,0,1,2022-11-20
26534,96,8,999,0,,0,1,2022-11-01
26535,62,5,999,0,,0,1,2022-11-09
26536,240,1,999,0,,0,1,2022-11-07
26537,129,4,999,0,,0,1,2022-11-13
26538,931,4,999,0,,1,1,2022-11-11
26539,197,5,999,1,0.0,0,1,2022-11-18
26540,274,2,999,0,,0,1,2022-11-02
26541,150,1,999,0,,0,1,2022-11-27
26542,597,1,999,0,,0,1,2022-11-06
26543,200,1,999,0,,0,1,2022-11-25
26544,42,1,999,0,,0,1,2022-11-28
26545,88,1,999,0,,0,1,2022-11-26
26546,356,1,999,0,,0,1,2022-11-25
26547,150,1,999,0,,0,1,2022-11-24
26548,593,1,999,0,,1,1,2022-11-18
26549,308,1,6,1,1.0,0,1,2022-11-22
26550,283,1,999,0,,0,1,2022-11-20
26551,139,1,999,0,,0,1,2022-11-11
26552,69,3,999,0,,0,1,2022-11-30
26553,142,3,999,0,,0,1,2022-11-20
26554,30,1,999,0,,0,1,2022-11-08
26555,71,2,999,0,,0,1,2022-11-07
26556,59,3,999,0,,0,1,2022-11-08
26557,487,1,999,0,,0,1,2022-11-02
26558,418,3,999,0,,0,1,2022-11-30
26559,287,2,999,0,,0,1,2022-11-14
26560,147,2,999,0,,0,1,2022-11-29
26561,282,2,999,0,,0,1,2022-11-29
26562,70,2,999,0,,0,1,2022-11-04
26563,187,2,999,0,,0,1,2022-11-27
26564,83,3,999,1,0.0,0,1,2022-11-07
26565,22,5,999,0,,0,1,2022-11-10
26566,554,2,999,0,,0,1,2022-11-07
26567,282,1,999,0,,0,1,2022-11-09
26568,454,5,999,0,,0,1,2022-11-27
26569,95,1,999,0,,0,1,2022-11-05
26570,324,7,999,1,0.0,0,1,2022-11-10
26571,120,1,999,0,,0,1,2022-11-18
26572,256,4,999,0,,0,1,2022-11-03
26573,197,2,999,0,,0,1,2022-11-06
26574,104,3,999,1,0.0,0,1,2022-11-23
26575,691,1,999,0,,1,1,2022-11-12
26576,377,3,999,0,,0,1,2022-11-16
26577,128,1,999,0,,0,1,2022-11-24
26578,124,3,999,0,,0,1,2022-11-09
26579,269,1,999,0,,0,1,2022-11-26
26580,90,4,999,0,,0,1,2022-11-26
26581,329,1,999,0,,0,1,2022-11-26
26582,141,2,999,0,,0,1,2022-11-18
26583,50,1,999,0,,0,1,2022-11-22
26584,161,1,999,1,0.0,0,1,2022-11-12
26585,224,1,999,0,,0,1,2022-11-19
26586,188,2,999,0,,0,1,2022-11-04
26587,395,1,999,0,,0,1,2022-11-14
26588,1258,2,999,0,,1,1,2022-11-29
26589,145,1,999,0,,0,1,2022-11-12
26590,677,1,999,0,,1,1,2022-11-29
26591,252,1,999,0,,0,1,2022-11-06
26592,475,1,999,0,,0,1,2022-11-13
26593,363,1,999,0,,0,1,2022-11-11
26594,172,2,999,0,,0,1,2022-11-12
26595,1490,3,999,0,,1,1,2022-11-27
26596,125,3,999,0,,0,1,2022-11-18
26597,305,2,999,0,,0,1,2022-11-25
26598,743,1,999,1,0.0,0,1,2022-11-02
26599,62,1,999,0,,0,1,2022-11-20
26600,81,2,999,0,,0,1,2022-11-11
26601,89,1,999,1,0.0,0,1,2022-11-05
26602,139,1,999,0,,0,1,2022-11-11
26603,452,2,999,0,,0,1,2022-11-05
26604,75,2,999,1,0.0,0,1,2022-11-19
26605,661,4,999,1,0.0,0,1,2022-11-19
26606,562,2,999,0,,1,1,2022-11-16
26607,174,2,999,0,,0,1,2022-11-29
26608,278,4,999,0,,0,1,2022-11-30
26609,184,1,999,1,0.0,0,1,2022-11-18
26610,73,1,999,0,,0,1,2022-11-17
26611,184,1,999,0,,0,1,2022-11-24
26612,123,1,999,0,,0,1,2022-11-03
26613,124,1,999,0,,0,1,2022-11-10
26614,1154,1,999,0,,1,1,2022-11-13
26615,359,1,999,0,,0,1,2022-11-14
26616,60,1,999,0,,0,1,2022-11-28
26617,249,1,999,0,,0,1,2022-11-15
26618,164,1,999,0,,0,1,2022-11-10
26619,64,1,999,0,,0,1,2022-11-28
26620,244,1,999,0,,0,1,2022-11-14
26621,70,1,999,0,,0,1,2022-11-15
26622,705,1,999,0,,1,1,2022-11-22
26623,96,1,999,0,,0,1,2022-11-06
26624,178,4,999,0,,0,1,2022-11-02
26625,250,1,999,1,0.0,0,1,2022-11-23
26626,211,1,999,0,,0,1,2022-11-04
26627,74,1,999,0,,0,1,2022-11-17
26628,259,1,999,0,,0,1,2022-11-18
26629,339,1,999,0,,0,1,2022-11-10
26630,195,1,999,1,0.0,0,1,2022-11-24
26631,168,1,999,0,,0,1,2022-11-16
26632,96,1,999,0,,0,1,2022-11-11
26633,1035,1,999,0,,1,1,2022-11-22
26634,736,1,999,0,,1,1,2022-11-08
26635,144,1,999,0,,0,1,2022-11-11
26636,51,8,999,1,0.0,0,1,2022-11-19
26637,111,2,999,0,,0,1,2022-11-09
26638,308,1,999,0,,0,1,2022-11-02
26639,153,3,999,0,,0,1,2022-11-05
26640,214,1,999,0,,0,1,2022-11-02
26641,188,2,999,0,,0,1,2022-11-29
26642,352,1,999,0,,0,1,2022-11-18
26643,255,2,999,0,,0,1,2022-11-24
26644,118,4,999,0,,0,1,2022-11-08
26645,597,2,999,0,,0,1,2022-11-30
26646,190,5,999,1,0.0,0,1,2022-11-06
26647,193,1,999,0,,0,1,2022-11-21
26648,55,1,999,0,,0,1,2022-11-12
26649,895,1,999,1,0.0,0,1,2022-11-04
26650,125,1,999,0,,0,1,2022-11-18
26651,113,1,999,0,,0,1,2022-11-09
26652,10,6,999,1,0.0,0,1,2022-11-25
26653,94,1,999,0,,0,1,2022-11-22
26654,176,1,999,1,0.0,0,1,2022-11-03
26655,277,1,999,0,,0,1,2022-11-17
26656,53,1,999,0,,0,1,2022-11-05
26657,888,2,999,1,0.0,1,1,2022-11-17
26658,129,1,999,0,,0,1,2022-11-11
26659,105,1,999,0,,0,1,2022-11-10
26660,197,1,999,0,,0,1,2022-11-16
26661,80,1,999,0,,0,1,2022-11-17
26662,75,1,999,0,,0,1,2022-11-04
26663,72,2,999,1,0.0,0,1,2022-11-19
26664,382,2,999,0,,0,1,2022-11-11
26665,187,2,999,0,,0,1,2022-11-01
26666,486,2,999,0,,0,1,2022-11-01
26667,151,2,999,0,,0,1,2022-11-18
26668,124,1,999,0,,0,1,2022-11-25
26669,80,1,999,0,,0,1,2022-11-26
26670,340,1,999,0,,0,1,2022-11-09
26671,239,1,999,0,,0,1,2022-11-09
26672,223,1,999,1,0.0,0,1,2022-11-04
26673,370,2,999,0,,1,1,2022-11-16
26674,212,1,999,1,0.0,0,1,2022-11-15
26675,151,1,999,0,,0,1,2022-11-09
26676,500,2,999,1,0.0,1,1,2022-11-01
26677,136,1,999,0,,0,1,2022-11-26
26678,1166,1,999,0,,0,1,2022-11-16
26679,258,1,999,0,,0,1,2022-11-16
26680,51,1,999,0,,0,1,2022-11-10
26681,140,1,999,0,,0,1,2022-11-25
26682,790,1,999,0,,0,1,2022-11-30
26683,75,2,999,0,,0,1,2022-11-08
26684,72,2,999,0,,0,1,2022-11-24
26685,604,1,999,0,,0,1,2022-11-24
26686,154,3,999,1,0.0,0,1,2022-11-15
26687,131,3,999,0,,0,1,2022-11-12
26688,733,1,999,0,,0,1,2022-11-08
26689,488,1,999,0,,1,1,2022-11-23
26690,266,3,999,0,,0,1,2022-11-13
26691,130,2,999,0,,0,1,2022-11-25
26692,1025,2,999,0,,1,1,2022-11-24
26693,98,1,999,0,,0,1,2022-11-08
26694,68,1,999,0,,0,1,2022-11-06
26695,143,1,999,0,,0,1,2022-11-30
26696,559,2,999,0,,0,1,2022-11-01
26697,350,1,999,0,,0,1,2022-11-14
26698,293,1,999,0,,0,1,2022-11-06
26699,138,1,999,0,,0,1,2022-11-07
26700,105,2,999,1,0.0,0,1,2022-11-04
26701,195,1,999,0,,0,1,2022-11-28
26702,689,2,999,0,,0,1,2022-11-02
26703,104,5,999,0,,0,1,2022-11-30
26704,215,2,999,0,,0,1,2022-11-25
26705,311,3,999,1,0.0,0,1,2022-11-28
26706,63,1,999,0,,0,1,2022-11-15
26707,633,2,999,0,,0,1,2022-11-07
26708,305,1,999,0,,0,1,2022-11-13
26709,191,2,999,1,0.0,0,1,2022-11-23
26710,239,2,999,0,,0,1,2022-11-20
26711,125,2,999,0,,0,1,2022-11-26
26712,63,2,999,1,0.0,0,1,2022-11-02
26713,219,7,999,1,0.0,0,1,2022-11-28
26714,65,2,999,0,,0,1,2022-11-15
26715,61,3,999,0,,0,1,2022-11-23
26716,123,3,999,0,,0,1,2022-11-17
26717,92,2,999,0,,0,1,2022-11-29
26718,462,4,999,0,,0,1,2022-11-25
26719,141,4,999,0,,0,1,2022-11-22
26720,51,2,999,0,,0,1,2022-11-29
26721,425,2,999,0,,0,1,2022-11-16
26722,149,2,999,0,,0,1,2022-11-29
26723,547,2,999,0,,0,1,2022-11-10
26724,337,3,999,0,,0,1,2022-11-01
26725,165,1,999,1,0.0,0,1,2022-11-24
26726,47,1,999,0,,0,1,2022-11-30
26727,35,1,999,0,,0,1,2022-11-06
26728,48,2,999,0,,0,1,2022-11-19
26729,230,1,999,0,,0,1,2022-11-19
26730,109,4,999,0,,0,1,2022-11-15
26731,361,1,999,0,,0,1,2022-11-04
26732,67,2,999,0,,0,1,2022-11-09
26733,107,2,999,0,,0,1,2022-11-24
26734,435,1,999,0,,0,1,2022-11-13
26735,140,1,999,0,,0,1,2022-11-05
26736,294,2,999,0,,0,1,2022-11-08
26737,205,6,999,0,,0,1,2022-11-14
26738,470,2,999,0,,0,1,2022-11-02
26739,427,1,999,0,,0,1,2022-11-02
26740,175,1,999,0,,0,1,2022-11-01
26741,380,1,999,0,,0,1,2022-11-23
26742,215,6,999,1,0.0,0,1,2022-11-23
26743,98,4,999,0,,0,1,2022-11-16
26744,267,2,999,0,,0,1,2022-11-20
26745,51,1,999,0,,0,1,2022-11-25
26746,207,5,999,1,0.0,0,1,2022-11-03
26747,73,1,999,0,,0,1,2022-11-05
26748,20,8,6,1,1.0,0,1,2022-11-27
26749,186,1,999,0,,0,1,2022-11-01
26750,14,6,999,0,,0,1,2022-11-02
26751,120,4,999,0,,0,1,2022-11-25
26752,319,5,999,0,,0,1,2022-11-18
26753,52,2,999,0,,0,1,2022-11-09
26754,154,2,999,0,,0,1,2022-11-16
26755,267,1,999,0,,0,1,2022-11-09
26756,113,1,999,1,0.0,0,1,2022-11-01
26757,159,1,999,0,,0,1,2022-11-10
26758,128,2,999,1,0.0,0,1,2022-11-20
26759,249,2,999,0,,0,1,2022-11-09
26760,195,3,999,1,0.0,0,1,2022-11-18
26761,16,9,999,0,,0,1,2022-11-21
